ID,text,label,implicit_class,extra_implicit_class,target,implied_statement,gold_exp_no_corr,gold_exp,input_text
915727626173591552,america was founded by white people  you do realize that  right ?,hateful,incitement,,white people,White people belong in America.,The message is hateful against white people because it implies that White people belong in America.,The message is hateful towards white people because it implies that only white people belong in America.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against white people because it implies that White people belong in America."
874704795067723648,generally the white people who do race mix are pretty undesirable anyway. mudsharks are obese/dumb 9/10 times.,hateful,inferiority,,Black people,Black people are undesirable,The message is hateful against Black people because it implies that Black people are undesirable,The message is hateful towards Black people because it implies that Black people are undesirable.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Black people because it implies that Black people are undesirable"
829427554788388864," rt here we go   have fun with your anti-white  "" dear white people "" "" show . """,hateful,white_grievance,,Minorities,Minorities promote hatred of whites,The message is hateful against Minorities because it implies that Minorities promote hatred of whites,The message is hateful against minorities because it implies that minorities promote hatred towards whites.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Minorities because it implies that Minorities promote hatred of whites"
395258341296852992,are you a white person that looks  or a white person that helps ? a national-socialist acts with kindness & compassion,hateful,incitement,,non-white people,non-white people are inferior,The message is hateful against non-white people because it implies that non-white people are inferior,The message is hateful towards non-white people because it implies that non-white people are inferior.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against non-white people because it implies that non-white people are inferior"
946770435731087360,you set the rules of engagement  i met them . yes i believe my charity is better because it helps human beings without prejudice . i . e . is a white supremacy organization . not a white equality organization .,hateful,incitement,,white people,White people think they are better than other races.,The message is hateful against white people because it implies that White people think they are better than other races.,The message is hateful towards white people because it implies that white people believe they are superior to other races.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against white people because it implies that White people think they are better than other races."
903643412926222336,is it because muhammad was a white man ?,hateful,incitement,,Minorities,Minorities are inferior.,The message is hateful against Minorities because it implies that Minorities are inferior.,The message is hateful towards minorities because it implies that minorities are inferior.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Minorities because it implies that Minorities are inferior."
370064778237997056," rt three blacks kill a white man  "" for the fun of it . "" "" """,hateful,stereotypical,,black people,Black people kill whites.,The message is hateful against black people because it implies that Black people kill whites.,The message is hateful towards black people because it implies that black people kill whites.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against black people because it implies that Black people kill whites."
655456157780217856,"all arabs, africans and pakistanis should be banned from europe. they are not compatible.",hateful,threatening,,"Arabs, Africans and Pakistanis",These races should be banned because they are different,"The message is hateful against Arabs, Africans and Pakistanis because it implies that These races should be banned because they are different","The message is hateful towards Arabs, Africans, and Pakistanis because it implies that these races should be banned due to their differences.","Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Arabs, Africans and Pakistanis because it implies that These races should be banned because they are different"
464592045626392576,via : uk muslim leader : muslims should humiliate christians so theyll convert to islam #tcot,hateful,stereotypical,,Muslims,Muslims don't like Christians.,The message is hateful against Muslims because it implies that Muslims don't like Christians.,The message is hateful against Muslims because it implies that Muslims dislike Christians.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Muslims because it implies that Muslims don't like Christians."
905424110238519296,the southern poverty law center almost got me killed . why does the media still propagate its hate map ?,hateful,white_grievance,,southerners,Southerners are violent.,The message is hateful against southerners because it implies that Southerners are violent.,The message is hateful towards southerners because it implies that they are violent.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against southerners because it implies that Southerners are violent."
912697191717834752," - politics better because my family is swedish and german  my  "" homelands "" "" are being raped due to communist traitors and moral weakness . yes . """,hateful,white_grievance,,Communists,Communists are destroying Western Europe,The message is hateful against Communists because it implies that Communists are destroying Western Europe,The message is hateful towards Communists because it implies that Communists are destroying Western Europe.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Communists because it implies that Communists are destroying Western Europe"
917645087764393984,"there are both white and black supremacists, but when it comes to being self-sufficient, whites are much more capable, and you hold us back.",hateful,inferiority,,Black folks,Black are less capable of being self-sufficient than white.,The message is hateful against Black folks because it implies that Black are less capable of being self-sufficient than white.,The message is hateful against Black folks because it implies that Blacks are less capable of being self-sufficient than whites.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Black folks because it implies that Black are less capable of being self-sufficient than white."
686706664406446080,"barbarians under a barbaric religion, when were they not going to be a threat to the civilised world?",hateful,inferiority,,Immigrants,Immigrants are dangerous to the society,The message is hateful against Immigrants because it implies that Immigrants are dangerous to the society,The message is hateful against immigrants because it implies that immigrants are dangerous to society.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Immigrants because it implies that Immigrants are dangerous to the society"
935244581670567936,- dreamers are on welfare ! dreamers dont work so they can protest ! ! illegals are trying to tell legal americans what to do ! ! what is wrong with this picture ? ? ? vote no on ungrateful daca ! ! !,hateful,stereotypical,,immigrants,Immigrants are on welfare,The message is hateful against immigrants because it implies that Immigrants are on welfare,The message is hateful towards immigrants because it implies that immigrants rely on welfare.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against immigrants because it implies that Immigrants are on welfare"
843374884365389825,yes jail them so they can cost taxpayers more $ than their food stamps did,hateful,irony,,minorities,Minorities should be in jail.,The message is hateful against minorities because it implies that Minorities should be in jail.,The message is hateful against minorities because it implies that minorities should be in jail.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against minorities because it implies that Minorities should be in jail."
889665834729320449,gay is normal to sick liberals trans gay marriage all normal we're attacked by evil muslims that want to kill all of us & to liberals,hateful,stereotypical,,Liberals,Liberals are twisted.,The message is hateful against Liberals because it implies that Liberals are twisted.,The message is hateful towards Liberals because it implies that Liberals are twisted.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Liberals because it implies that Liberals are twisted."
805339678375231488,multiple murders by fireblack people kill 85 year old white guy with fire in birmingham and more fire stories,hateful,stereotypical,,Blacks,Blacks kill whites,The message is hateful against Blacks because it implies that Blacks kill whites,The message is hateful against Blacks because it implies that Blacks kill whites.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Blacks because it implies that Blacks kill whites"
802199892311633920,alternate title : dead jew generates monetary gains for living jew,hateful,stereotypical,,Jews,Jews only care about money.,The message is hateful against Jews because it implies that Jews only care about money.,The message is hateful towards Jews because it implies that Jews only care about money.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Jews because it implies that Jews only care about money."
933032451450003457,no  thats what white people do,hateful,,,white people,white people are all the same,The message is hateful against white people because it implies that white people are all the same,The message is hateful towards white people because it implies that all white people are the same.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against white people because it implies that white people are all the same"
899564434225598465,should change because brian is a self-hating white who pushes his agenda everywhere .,hateful,white_grievance,,Minorities,Minorities foster white guilt,The message is hateful against Minorities because it implies that Minorities foster white guilt,The message is hateful against minorities because it implies that minorities foster white guilt.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Minorities because it implies that Minorities foster white guilt"
894384902745051137,since u support trump your probably racist too like the rest of us deplorables !,hateful,,,Trump supporters,Trump supporters are racist.,The message is hateful against Trump supporters because it implies that Trump supporters are racist.,The message is hateful towards Trump supporters because it implies that Trump supporters are racist.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Trump supporters because it implies that Trump supporters are racist."
706327625954959360,#religiousfreedom = scared white people,hateful,,,white people,White people are scared.,The message is hateful against white people because it implies that White people are scared.,The message is hateful towards white people because it implies that white people are afraid.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against white people because it implies that White people are scared."
884912424737964033,pretty sure he might be in the closet ! ! come on out buddy !,hateful,irony,,gay people,gay people are inferior,The message is hateful against gay people because it implies that gay people are inferior,The message is hateful towards gay people because it implies that gay people are inferior.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against gay people because it implies that gay people are inferior"
930872230980005760,"one by one our president's goals are being achieved, ridding our country of all illegal immigrants, can't happen soon enough !",hateful,threatening,,Immigrants,Immigrants have to be deported,The message is hateful against Immigrants because it implies that Immigrants have to be deported,The message is hateful towards immigrants because it implies that immigrants must be deported.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Immigrants because it implies that Immigrants have to be deported"
763119635373883520,billy boy will select a harem for himself if he is put in charge!,hateful,irony,,Muslims,Muslims are decadent,The message is hateful against Muslims because it implies that Muslims are decadent,The message is hateful against Muslims because it implies that Muslims are decadent.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Muslims because it implies that Muslims are decadent"
924767337424867329," don't confuse honesty & realism with  "" cuck panic "" "" ; many of ur allies have fought long """,hateful,,,White people,white people are afraid of other races,The message is hateful against White people because it implies that white people are afraid of other races,The message is hateful towards White people because it implies that White people are afraid of other races.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against White people because it implies that white people are afraid of other races"
936725149465874432,"california is the wastewater collection station of the usa! unfortunately, they do not have a treatment facility at all, anywhere in the whole state! therefore, all the crap just sits there and ferments & decays for all the world to see, & unfortunately, smell!!!!!",hateful,inferiority,,Immigrants,Immigrants are dirty,The message is hateful against Immigrants because it implies that Immigrants are dirty,The message is hateful against immigrants because it implies that immigrants are dirty.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Immigrants because it implies that Immigrants are dirty"
946876548635770881,i don't trust the census . it's a well known fact all of the middle easterners check the white box . america was destined to be what it is,hateful,incitement,,Middle Easterners,Middle Easterners want to be white.,The message is hateful against Middle Easterners because it implies that Middle Easterners want to be white.,The message is hateful towards Middle Easterners because it implies that Middle Easterners desire to be white.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Middle Easterners because it implies that Middle Easterners want to be white."
864318685359603712,what was delusional ? they think that white people will become minorities here  and that people don't like whites . is that what you mean ?,hateful,white_grievance,,whites,whites will become minority in the United States,The message is hateful against whites because it implies that whites will become minority in the United States,The message is hateful toward whites because it implies that whites will become a minority in the United States.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against whites because it implies that whites will become minority in the United States"
897514247453847552,you're the kinda of slave mind white nationalist need . next they hang you .,hateful,threatening,,White conservatives,White conservatives are murderers.,The message is hateful against White conservatives because it implies that White conservatives are murderers.,The message is hateful towards White conservatives because it implies that White conservatives are murderers.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against White conservatives because it implies that White conservatives are murderers."
402584148017025024,britain sees race war brewing between non-white invaders via,hateful,incitement,,White people,White race is at war with Non-whites,The message is hateful against White people because it implies that White race is at war with Non-whites,The message is hateful towards White people because it implies that the White race is at war with Non-whites.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against White people because it implies that White race is at war with Non-whites"
513359437281513474,infidels r infidels .. allah is not racist  he hates all the same  be it white  brown or yellow,hateful,stereotypical,,Muslims,Muslims are hateful,The message is hateful against Muslims because it implies that Muslims are hateful,The message is hateful towards Muslims because it implies that Muslims are hateful.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Muslims because it implies that Muslims are hateful"
779832034667667456,what can you do for the cause ? here's your answer : #whitegenocide #14words #wakeup,hateful,white_grievance,,white people,White people are dying out.,The message is hateful against white people because it implies that White people are dying out.,The message is hateful towards white people because it implies that white people are dying out.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against white people because it implies that White people are dying out."
845091428409626630,compare what happened to jew_goldstein to the violence we routinely see from black lives matter and antifa,hateful,stereotypical,,Black Lives Matter supporters,Black Lives Matter supporters are violent.,The message is hateful against Black Lives Matter supporters because it implies that Black Lives Matter supporters are violent.,The message is hateful towards Black Lives Matter supporters because it implies that they are violent.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Black Lives Matter supporters because it implies that Black Lives Matter supporters are violent."
734017925196189696,even if you're liberal  they still hate you for being white . keep your dignity instead . #feelthebern #trump2016,hateful,white_grievance,,non-white people,non-white people are hateful,The message is hateful against non-white people because it implies that non-white people are hateful,The message is hateful towards non-white people because it implies that non-white people are hateful.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against non-white people because it implies that non-white people are hateful"
822771566048116738,#hatecrime if whites did that to #blacklivesmatterfederal govt would spend millions $ investigating via #doj &,hateful,white_grievance,,black lives matter,Black lives Matter is a hate group.,The message is hateful against black lives matter because it implies that Black lives Matter is a hate group.,The message is hateful towards Black Lives Matter because it implies that Black Lives Matter is a hate group.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against black lives matter because it implies that Black lives Matter is a hate group."
832850361786449920,cosmo needs to shift to all butch-dyke all the time and get it over with. they're not fooling anyone right now.,hateful,irony,,Lesbians,Lesbians are trying to fool people,The message is hateful against Lesbians because it implies that Lesbians are trying to fool people,The message is hateful against Lesbians because it implies that Lesbians are deceitful.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Lesbians because it implies that Lesbians are trying to fool people"
841269476872081408,so ? welcome to the real world . this is what today's immigrants want to do to whites,hateful,stereotypical,,immigrants,Immigrants want to hurt white people.,The message is hateful against immigrants because it implies that Immigrants want to hurt white people.,The message is hateful towards immigrants because it implies that immigrants want to harm white people.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against immigrants because it implies that Immigrants want to hurt white people."
252224068558938080,i beg your pardon; every people have been repaired in latter generations except black people;all have been recouped,hateful,inferiority,,Black people,Black people can't be fixed,The message is hateful against Black people because it implies that Black people can't be fixed,The message is hateful towards Black people because it implies that Black people cannot be fixed.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Black people because it implies that Black people can't be fixed"
923163407062364162,pro-american pro-identitarian easily defensible easy to understand great optics .,hateful,incitement,,right-wing extremists,right-wing extremists are patriotic.,The message is hateful against right-wing extremists because it implies that right-wing extremists are patriotic.,The message is hateful towards right-wing extremists because it implies that they are patriotic.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against right-wing extremists because it implies that right-wing extremists are patriotic."
896998532397268992,he is lucky white people are infinitely more disciplined than afros .,hateful,inferiority,,Blacks,Blacks are not self-governing,The message is hateful against Blacks because it implies that Blacks are not self-governing,The message is hateful against Blacks because it implies that Blacks are not capable of self-governing.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Blacks because it implies that Blacks are not self-governing"
682294888403202049,anti-white jew david sirota blocked me when i asked him why israel wasn't taking in any refugees lol,hateful,white_grievance,,Jews,Jews deplore whites.,The message is hateful against Jews because it implies that Jews deplore whites.,The message is hateful against Jews because it implies that Jews despise whites.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Jews because it implies that Jews deplore whites."
847125900541931520,its very kind of them to be working. otherwise these blood sucking pests survive on benefits of tax payer money.,hateful,inferiority,,Immigrants,Immigrants take advantage of tax payers,The message is hateful against Immigrants because it implies that Immigrants take advantage of tax payers,The message is hateful against immigrants because it implies that immigrants take advantage of taxpayers.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Immigrants because it implies that Immigrants take advantage of tax payers"
855242103231827968,that will happen . the alt-right nationalist vibe is strong . and growing stronger . soldier on to victory .,hateful,incitement,,non-white people,non-white people are inferior,The message is hateful against non-white people because it implies that non-white people are inferior,The message is hateful towards non-white people because it implies that non-white people are inferior.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against non-white people because it implies that non-white people are inferior"
709080836100861952," rt watch how russians handle their muslim invaders instead of giving them welfare like we do .  "" russians vs muslims "" "" """,hateful,threatening,,Russians,Russians don't like Muslims.,The message is hateful against Russians because it implies that Russians don't like Muslims.,The message is hateful towards Russians because it implies that Russians dislike Muslims.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Russians because it implies that Russians don't like Muslims."
537228821607743424,"after last night, the rioters of #ferguson should be considered terrorists and be dealt with accordingly",hateful,threatening,,Protestors,Protestors should be killed,The message is hateful against Protestors because it implies that Protestors should be killed,The message is hateful against protestors because it implies that protestors should be killed.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Protestors because it implies that Protestors should be killed"
664831384201142272,"lord hanuman protects hq of government of india, these monkeys can't be driven out",hateful,inferiority,,Indian,Indian look like monkeys.,The message is hateful against Indian because it implies that Indian look like monkeys.,The message is hateful towards Indians because it implies that Indians resemble monkeys.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Indian because it implies that Indian look like monkeys."
815030621395423232,because christ is an existential threat to their traditions of men .,hateful,incitement,,Christians,anti- religious sentiment,The message is hateful against Christians because it implies that anti- religious sentiment,The message is hateful against Christians because it implies a strong anti-religious sentiment.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Christians because it implies that anti- religious sentiment"
217712255779880960,the white #aryan race has been-throughout history-the most creative & culturally constructive race of people .,hateful,inferiority,,Minorities,Minorities are deficient and substandard.,The message is hateful against Minorities because it implies that Minorities are deficient and substandard.,The message is hateful against minorities because it implies that minorities are deficient and substandard.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Minorities because it implies that Minorities are deficient and substandard."
418196089528156160,get the white man #liberalismin4words,hateful,white_grievance,,Liberals,Liberals blame white people for all problems,The message is hateful against Liberals because it implies that Liberals blame white people for all problems,The message is hateful towards Liberals because it implies that Liberals blame white people for all problems.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Liberals because it implies that Liberals blame white people for all problems"
705873423394742272,it has one useful purpose. fancy toilet paper. ban islam islam bad,hateful,threatening,,Muslims,Muslims are worthless,The message is hateful against Muslims because it implies that Muslims are worthless,The message is hateful towards Muslims because it implies that Muslims are worthless.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Muslims because it implies that Muslims are worthless"
903136765292273664,none ! semites aren't white .,hateful,incitement,,Semites,Semites are not white,The message is hateful against Semites because it implies that Semites are not white,The message is hateful towards Semites because it implies that Semites are not white.,"Correct any grammatical mistake and make sure that the implication has a subject, a predicate, and optionally, an object. In case there are any negative or strong word keep them:

The message is hateful against Semites because it implies that Semites are not white"
